;ID;subs;text
1814;3004;neutrality;Kunt u mij zo snel mogelijk terugbellen? Over de opening van de concept store, maar dat heb ik al gezegd. Nou, ik hoop zo snel mogelijk van u te horen. Dag.
1815;1115;anger;Zo kwaad. Dat ik zo onvoorzichtig ben geweest en zo stom.
1816;4019;happiness;da's wel een goed idee.
1817;3262;neutrality;Ja, tuurlijk, ik heb zo 'n afspraak.
1819;6690;sadness;Dit hele gedoe begint z'n weerslag op onze relatie te krijgen. Het is moeilijk. Papa heeft je nu nodig. Ik heb hem altijd gesteund. En omdat een vijand heeft, raak ik nu ook alles kwijt.
1821;4526;anger;Ze hoefde dit niet te horen. Wat kwam hij doen, die man van de
1822;3715;anger;Geen sms'jes meer. Geen telefoontjes. Geen bezoekjes.
1823;4653;happiness;Dat kan ik zeker. Het is allemaal heel goed doordacht. Denk je eens in: Bing die Sanders Inc. in handen krijgt.
1824;8368;happiness;Dat was ze, ja. Maar ik probeer 't oprecht weer goed te maken met jullie alle drie. En dat ziet ze ook. En dat doet iets met haar.
1826;1584;anger;Daar zou ik veel over kunnen zeggen, maar dat doet er nu niet toe.
1828;3460;happiness;Jij. Door jouw filmpje hebben we dit gered.
1829;7435;sadness;Ik heb m'n best gedaan het gezellig te maken. Dat is je vader ten voeten uit, maar ik zei meteen dat ik niet wilde.
1830;7000;disgust;Een maand geleden dreigt hij nog Teddy van haar af te nemen... en nu ineens wil hij met 'r trouwen.
1831;5977;fear;Maar dat is goed nieuws, toch?
1832;4459;fear;Ik geloof dat ik dat niet had moeten doen.
1833;271;neutrality;Leid mij naar Maddy Everest.
1834;1231;fear;We wisten niet eens of er iets gebeurd was. We hadden heel veel gedronken en toen wilde ik het vertellen, maar...
1835;6468;happiness;We gaan je helpen.
1837;5041;happiness;Nou, op ons. Bier, pizza, blote vrouwen en geen gezeik over rommel.
1838;4183;disgust;Die woede is echt niet weg als hij straks bijkomt.
1839;65;fear;Een paar weken later kwam Pjotr ineens niet meer thuis. Ik heb hem ook nooit meer gezien. Verdwenen.
1840;3919;neutrality;Kijk, ik zie het zo voor me.
1841;1562;surprise;Ik hoorde dat jij hier 'n atelier had. En jij bent weer terug. Mag ik gaan zitten?
1842;3510;disgust;Anders hoef je vanavond niet te komen.
1843;7315;sadness;Sorry, ik heb geen zin in dit moeilijke gedoe, zie jullie later.
1844;1106;anger;Loop je nu ook nog weg? Wat denk jij nou? Dat ik jou expres overal buiten laat? Heb je enig idee hoe moeilijk dit voor mij is?
1845;624;happiness;Olivier, goed dat je er bent.
1846;1302;sadness;Wat is er? Het is uit tussen Sjoerd en mij.
1847;5038;anger;dan ben ik zo weer gevlogen. Luister. Als je ook maar keer vraagt of iets wel verstandig is...
1848;796;fear;Liefje, wat is nou het probleem?
1849;7826;fear;Hij komt voorbij geen enkele paspoortcontrole.
1850;3119;disgust;Vervelend telefoontje. Maar het is klaar en we gaan weer door.
1851;8176;fear;Ik waardeer en respecteer je, daarom wil ik open kaart met je spelen.
1852;4766;happiness;Ik ben blij dat 't zijn geld is en niet het mijne.
1853;2858;happiness;Wat fijn dat u toch wilt afspreken, meneer Van Henegouwen.
1854;1977;anger;Wacht, ho, ho, wacht even. Ik moest je er eerst van overtuigen dat het geen onzin was.
1855;635;sadness;Jullie moeten dit uitpraten. Dat wil ik ook.
1856;4366;anger;Waarom denk je dat ik ben teruggekomen?
1857;1696;anger;Ze heeft niks meer aan je. Ik ben geen bedreiging, ik hou m'n mond. Het enige wat ik wil is leven. Ja, en laat dat nou net tegen mijn opdracht in gaan. Alsjeblieft. hou je mond. ok, ik heb het verkeerd aangepakt. Maar heb jij nooit domme dingen gedaan als je verliefd was? Ja, je hebt domme dingen gedaan bij de verkeerde. Maddy rust niet voor jij dood bent. Sta op.
1858;3732;neutrality;Voila. Ik heb wat gedronken met Maxime.
1859;2647;fear;Teddy wordt geopereerd en ik weet niet eens hoe het met haar gaat.
1860;8517;neutrality;Vertel. Ik kan niet zeggen met wie. Of waar. Maar wat ik vanavond mee heb gemaakt... Sorry, wacht even.
1862;8340;anger;Hij had 't nooit zo goed gedaan als Anton. Hij doet z'n best voor jullie. Het is best lullig voor hem dat 'n andere man z'n plek heeft ingenomen.
1863;7141;neutrality;Zo. En?
1864;4398;anger;Lucas. Hou je mond.
1865;7830;neutrality;Thijs is op reis met Teddy zonder dat eerst aan mama te vragen.
1867;1920;fear;Niets, kan wel wachten. Wat als ze nou niet beter wordt? Ze gaat het redden.
1868;8132;surprise;He... Sjoerd zit onverzekerd in Zanzibar.
1870;3929;anger;Is dit een soort van straf of zo?
1871;3474;neutrality;En?
1873;6495;happiness;Dank je wel, je bent echt de beste.
1874;7279;neutrality;Bram, zullen we voetballen in de tuin? Kom.
1875;813;neutrality;Ik wil ja tegen hem zeggen.
1876;8479;happiness;Ik meen het. Ik ben zo blij met jou. En jij? Ben jij gespannen? Hoff wilde meteen 'n afspraak maken toen hij m'n voorstel had gelezen.
1877;797;anger;Schaam je je? Ben je bang voor boze reacties?
1878;2460;neutrality;Thijs heeft een test gedaan en de uitslag is heel duidelijk.
1879;1523;neutrality;Ik weet wie jou kapot probeert te krijgen.
1881;6822;sadness;Ik hou nog steeds verschrikkelijk veel van je. Daarom wil ik... met je trouwen. Ik weet niet zo goed wat ik moet zeggen. zou fijn zijn.
1883;2066;neutrality;Ik moet iets doen om te voorkomen dat m'n bedrijf ten onder gaat. Alle deskundigen en specialisten zitten bovenop deze zaak.
1884;8240;neutrality;Eten kan een heel onverwachte uitwerking hebben op de mensen.
1885;616;happiness;Laura, wat goed om te horen dat het is gelukt. Super. Nee hoor, ik ben heel enthousiast. Nee. Het wordt geen 'double wedding'. Maar ik moet je ophangen, sorry. Maar Anna komt jouw richting op en die is ceremoniemeester... dus die kan je er alles over vertellen, ok? Dank je. Dag.
1886;6166;neutrality;Sorry, wat was je naam? Gaby. natuurlijk.
1887;5583;disgust;En anders dan jij ben ik wel loyaal.
1889;6507;happiness;Thijs en ik horen bij elkaar. Ik weet zeker dat 't goed komt.
1891;2324;neutrality;Zo...
1892;7529;anger;En om tijd te geven uit te zoeken wie jou te gronde richt... Dat interesseert me niet meer.
1893;4671;neutrality;Ik denk dat ik het al weet. Die vlog, toch? Sams toekomstige schoonzusje.
1895;2740;neutrality;Voor mij hoeft het echt niet. Maar het mag wel, toch? Wat Anton zegt is dus vette onzin.
1897;123;sadness;Laat me het goedmaken, alsjeblieft. Kan je niet.
1898;3073;happiness;Ha, sushi. Lief.
1899;5662;neutrality;Ik ga. Moet je niet even wat eten?
1901;3805;fear;Sorry, ik wist niet dat jij hier... Ik ben zo weg. Heb je het al gehoord? Teddy heeft afstotingsverschijnselen.
1902;1321;surprise;Waarom heeft Thijs die deur gebarricadeerd?
1903;7442;anger;Ik ben met Anton getrouwd, ik wil niets met je vader. Dat ligt allemaal ver achter me. Oude gevoelens kunnen terugkomen. Niet alleen bij hem, ook bij jou.
1905;180;neutrality;En ik jouw man, dus laten we het zo snel mogelijk doen. ok.
1906;7680;happiness;Ik denk dat ik degene ben... die de grootste... Ik wil alleen naar de toekomst kijken. Ik vind het heel erg fijn dat je me hebt vergeven. En dat je nog steeds met me door wilt. Ik hou echt ontzettend veel van je en ik wil je nooit meer kwijt. Volgens mij hebben ze ons niet meer nodig, pa. Daar gaat ons mannenavondje, zoon. Pech voor jullie. Maar 't is wel goed als we zo naar huis gaan. Je moet rust houden. En we moeten fit zijn voor de grote dag. En de huwelijksnacht. Daar heb je wel een punt. We horen niet bij elkaar te slapen vannacht. Ik wil dat alles perfect is morgen. ok, lieverd. Ik slaap vannacht in De Rozenboom en dan haal ik je morgen op. Hoe romantisch is dat. Zullen we ook maar gaan? Ik ben 'n beetje moe.
1907;2185;happiness;Ik hou van je. Papa.
1911;7664;surprise;Maar waarom? Het wordt een hele mooie dag morgen.
1912;887;neutrality;Ja? Dag Maddy.
1913;6562;neutrality;Nou ja, ik zag jullie in 't restaurant...
1915;3419;anger;Nee, nee, kan niet langer. We moeten echt stoppen hiermee.
1916;3694;anger;Doe nou niet. Waarom niet, omdat ik niet mede- eigenaar ben? Nee, omdat je dronken bent. Allebei onze vaders zijn er niet.
1918;8228;anger;Ik vind dit echt heel vervelend. We zijn juist eerder thuisgekomen... omdat hij zich opdrong en mama wilde dat niet. Nee, Sam. Jawel, want als ze jou wilde, waren we toch gebleven? Hoezo heb jij een foto genomen?
1920;7241;surprise;Wow, het is hier echt episch. Echt gruwelijk. Ik ga even foto's maken.
1922;5257;disgust;Het voelt echt totaal bizar. Kijk ze nou gewoon eten en drinken, alles gaat maar gewoon door. Zou het al voorbij zijn?
1923;8085;happiness;Je vindt haar leuk. Nou ja, dan moet je ervoor gaan. Ja? Ja. Grijp die kans om haar te laten zien wat je waard bent. ok, dan zit ik tegenover haar, wat dan?
1925;7669;neutrality;Kijk...
1926;1500;happiness;ok. mijn god, we gaan trouwen. Yes.
1927;1357;anger;Wil je hem terugpakken? Ik wil niks met hem te maken hebben. Je kan niet achterhouden dat je zwanger bent. Wist Sacha dat Teddy niet haar nichtje was?
1929;933;happiness;Lieverd.
1930;5596;neutrality;Dat is lief, maar ik bedoelde eigenlijk op de terugweg.
1932;2025;anger;Dat zou ik nooit van je vragen. Ze gaat gewoon mee.
1934;4752;happiness;Dan kan ik je toch nog 'n beetje aanraken. Vind je het wat? Ik vind het te gek. Papa kwam met 't idee en hij gaat zo een urn bestellen. Heel mooi idee, lieverd.
1936;5394;anger;Mijn vader houdt zo een persconferentie. Nou, dat is fijn voor 'm. Mijn moeder zegt dat het belangrijk is dat je erbij bent. Ik dacht het niet. Wil je niet weten wat hij te zeggen heeft? Nee.
1938;6801;neutrality;Het komt allemaal goed, zusje. Dank je. Ik heb nu ingesteld wanneer Teddy haar medicijnen moet hebben.
1939;1852;anger;Betekenen die beloften dan helemaal niks? ok, Ludo heeft jou publiekelijk laten vallen. Je ego heeft 'n knauw gekregen. Ja?
1940;676;anger;Is ze weg? Ja, idioot.
1942;7090;fear;Was hij hier voor het laatst? Ja. Ga jij daarheen, ga ik deze kant op. Bram! Bram. Bram. Bram! Bram. Brammetje?
1943;3598;anger;Wie? Hallo, het is geen bejaardenparty. Stik er maar in.
1944;4753;neutrality;Wat voor boom wil je worden? In ieder geval geen treurwilg.
1945;2868;neutrality;Ja, dat is een idee van Nina.
1946;5162;neutrality;Dank je wel.
1947;444;neutrality;Jeanne is op d'r ziekbed getrouwd met d'r grote liefde Daniel. Maar toen zij overleed was dat voor Daniel een emotionele rollercoaster.
1949;6117;fear;Sjoerd. Je moet me helpen. Sam is vannacht niet thuisgekomen.
1953;6115;anger;Gast, what the fuck was dat met je thema? What the... Ik moest een beetje ontspannen, zei je. Ze kwam voor mij, he.
1955;1282;neutrality;Met Rikki? Die was hier net.
1956;4175;neutrality;Is Thijs al bij? Nee.
1957;42;sadness;Ik heb je nodig. Het is belangrijk. De bruiloft is ook belangrijk. Hee.
1958;5957;anger;Ze was toch bij jou? Ze is overstuur weggerend.
1959;6296;happiness;Hee, lieverd. Mag jij weer snel met papa en mama mee naar huis. Gaat het zo goed? Ja. Hai. Hee.
1960;2696;neutrality;Van iets dat er ooit was. Ik zie Sam later wel als jij dat liever hebt.
1961;5043;happiness;lekker man. Gezellig dat je hier weer komt wonen. Top. Goh, 'n nieuw biertje. Wel goede 'quality'.
1963;3236;anger;Alle ellende die hij zelf heeft veroorzaakt. Daar is het nu te laat voor. Waarom?
1965;2663;neutrality;Kan je doorgeven dat ik op de hoogte ben? Dank je.
1968;350;neutrality;moet je 'r gewoon wat beter leren kennen. Lieverd, als Malena uit het ziekenhuis komt...
1969;3048;neutrality;Ja. Kom je zo ook? Natuurlijk kom ik.
1971;7559;neutrality;Hij heeft een beetje een rothumeur. Dat gebeurt zelden.
1973;6497;happiness;Thijs is beneden voor een controle. Moet ik ook zo naartoe. Ik heb 'n heel goed gesprek gehad met Thijs.
1974;1373;neutrality;Het is een zware operatie. Misschien kan ik 'n machtiging afgeven als getuige.
1975;2127;sadness;Ik kan me toch niet voorstellen... Het kan ook zijn dat zij ook gebruikt is, misbruikt. In dat geval kan ik haar helpen. En zij jou. Uiteraard, ook. In elk geval wil ik weten wie hier achter zitten. Maar dat mag niet van jou. dat Malena iedereen heeft belazerd al die tijd. Ze leek me echt oprecht. Naief, zou ik bijna zeggen. Misschien is dat zo.
1976;2106;neutrality;Grapje, grapje, grapje.
1978;4472;neutrality;Nou, je hoort juist... van die verhalen in de gevangenis dat er veel seksuele... Ja, know'.
1979;5126;neutrality;Want het personeelsprobleem is opgelost.
1982;5164;neutrality;Dank je.
1983;5169;neutrality;ok. Nou, doe dan maar. Ja, mij ook.
1986;2873;neutrality;Maxime moet er natuurlijk ook nog op. Ja.
1987;4498;neutrality;En toen ging ik nadenken.
1988;5725;neutrality;Haar mobiel staat uit. Het gaat lang duren. Ik weet niet of 't zin heeft om te blijven wachten.
1989;5936;anger;Misschien is dat niet nodig. Je bent je afspraken niet nagekomen. Welke sponsor wil geassocieerd worden met gokken? Dus daarom... Die foto's zijn toch van Smoelaria af? Over 'n tijdje is iedereen 't vergeten. Doe niet zo naief. ok, mag ik nu iets zeggen? Jullie willen allebei dat de deal met... Hoe heet hij? Mark. Mark doorgaat, toch? Dus moeten jullie ervoor zorgen dat jullie hem terugkrijgen. Briljant idee. Hij wil alleen niks met ons te maken hebben. Nu even niet, maar straks misschien wel. Als hij niet meer om je heen kan. Wat wil je dan doen?
1990;773;anger;Door jou? Natuurlijk niet. Door m'n vader en de rest van de wereld. Ik heb altijd in je geloofd. Correctie, je hebt niet altijd in me geloofd, je koos voor je vader. Dit verandert niks. Doe niet zo koppig. Ik weet dat je van me houdt.
1992;7242;happiness;Ik ben blij dat ze het zo naar d'r zin heeft.
1993;1118;happiness;Het was nogal ingewikkeld, dat vertel ik nog wel een keer. Dat was ik al, maar dat ben ik nog steeds. Kom hier. Ik ben er voor je.
1994;2412;fear;Ik zoek Sjoerd, het is dringend. Is ie in het ziekenhuis?
1995;2692;sadness;Ik wil dat jij gelukkig bent. Hoe jammer het ook is dat het niet met mij is.
1996;818;neutrality;Het is m'n grote wens om dat met Olivier mee te maken.
1997;4121;fear;Hoe kan 't zolang duren? Vorige keer ging 't veel sneller. Dit was een zware operatie. De tweede zware operatie. Het was allemaal niet gebeurd als ik niet... Hee, stop. Alles komt goed, lieverd.
2000;5672;neutrality;Zoals jij ook had moeten doen. Ben je klaar?
2001;2787;sadness;Nee, het is nog steeds onze trouwdag. Zo jammer dat je niet naar huis kan vanavond. Maar ik blijf bij je.
2003;3854;neutrality;Ik ben er klaar voor.
2004;784;happiness;Ja, ik heb een loyaliteitsprobleem en ik ben er trots op.
2007;8327;neutrality;Nee, wacht maar even. Nou, kom maar op. En wie verliest, mag de volgende ronde betalen. Kom maar. Bring it on.
2008;5195;happiness;Meneer, alstublieft. Fijn dat jij tot Rover kon doordringen. Dat ie nu thuis is. Ja. Kan ik tenminste nog iets voor hem betekenen.
2009;118;fear;De zit achter me aan. Misschien word ik gearresteerd.
2011;5030;anger;Welk tafelnummer had u? Moet ik dat weten? Jij werkt hier.
2012;3278;disgust;Maar nee, mevrouw gooit meteen m'n hele priveleven op straat.
2013;2309;anger;Een paar uur geleden? Is dit echt of heb je dit door je foute vriendjes laten maken? Als je me niet gelooft, doe je zelf maar 'n test, ik sta af. Rustig.
2014;8219;anger;Wegwezen. Ik ken Linda. Dit is complete onzin, dus opdonderen.
2016;4137;disgust;Krijgen we 'n konijn op bezoek of zo? Gadverdamme. Deze dingen zijn echt... Af jij.
2017;3700;happiness;of nog terug willen zien, het staat online. Proost!
2019;8276;neutrality;Ja, ja. Kom er anders bij zitten. Wil je wat drinken? Ik wil alles van je weten. In het begin, ja. Maar zodra het lijkt dat het werkt, sla ik dicht.
2020;1618;sadness;Ik zei al tegen m'n vrienden: Ik hoop zo dat hij hiervoor belt. En ze zeiden ook: Ja, hij mist je gewoon.
2021;6023;neutrality;Gelukkig hangt niet alles van hem af. Heb je nagedacht over m'n voorstel?
2023;6219;sadness;Bij elke foto opnieuw was het alsof ik hem tot leven wekte. Ik voelde me...
2024;7832;neutrality;En verdrietig. Snap je dat? Ja. Ja. Maar jouw papa gaat ervoor zorgen dat je zusje weer terugkomt. Dat beloof ik. Nou, geef me een kus.
2025;7785;fear;Haal je nou niks in je hoofd.
2026;4630;fear;Daar gaat 't niet om. Zakelijk gezien... Denk alsjeblieft heel even aan m'n vader.
2027;8300;anger;Nee, natuurlijk niet. Het gore lef, zeg. Maar waarom zegt hij dan zoiets? Omdat hij zit te stoken.
2029;2911;anger;Dit meent ze niet. Ze kan dit niet menen. Laat haar ook maar.
2031;7695;happiness;Je hebt je laten opereren voor Teddy, dat vergeet ik nooit.
2032;71;neutrality;Ze wist dat ik het nichtje was van mevrouw Zwart. Dat mijn tante uberhaupt voor Ludo werkte, dat heeft ze opgezet. Dat realiseerde ik me toen nog niet. Dus die werkster die van de trap gevallen is bij Ludo....
2033;1867;fear;Ik ehm... ik wilde eerlijk tegen je zijn. En ik stond op 't punt om 't tegen je te zeggen, maar ik durfde niet.
2034;2636;neutrality;Volgens 'n test die Thijs heeft laten doen is het zijn dochter.
2036;5953;happiness;Hee. Wauw. Ze zijn prachtig.
2038;2719;anger;Wat ben je nou voor een idioot?
2039;5188;happiness;Ik wil graag nog keer met je dansen. Heel even maar.
2041;8422;neutrality;Het is een eikel, maar niet als 't om Teddy gaat. Wat ben je toch 'n schatje.
2042;2943;happiness;Lekker uitwaaien, schelpen zoeken.
2044;3064;neutrality;Probeer je verantwoordelijkheid te nemen. Je hebt Aysen bedrogen en 't verzwegen. Dat was jouw keuze.
2045;3100;disgust;Omdat ze geen contact meer wil met jou? Nee.
2046;1859;anger;Bel maar een advocaat, zet de scheiding in.
2047;1644;anger;Luister nou toch eens naar me.
2048;3618;sadness;Ik kreeg 'n brief van m'n vader. Hij is ervandoor, met z'n vriendin waarschijnlijk. Hij vertrouwt erop dat ik het allemaal wel red.
2050;4669;disgust;Nee, gek. Met m'n moeder ernaast zeker?
2051;2641;anger;Omdat je mij wilde laten voelen hoeveel pijn ik je heb gedaan? Jij denkt dat ik het daarom heb gedaan? Nou... Had je het ook gedaan als je had geweten dat Teddy niet mijn kind is? We hadden hier uit kunnen ko... Het interesseert me niet wie Teddy's vader is.
2052;6183;surprise;Jij hebt zeker ook een fan. Ik heb heus wel door dat je telkens iemand wegdrukt. Nou, is het een leuke kerel? Ja, vertel eens, voor wie ben jij zo lang weggebleven?
2053;2372;happiness;Omdat elke minuut met jou voelt als dagen, als weken... als de eeuwigheid. Ik hou van je.
2054;789;fear;Wat mij betreft staat m'n vader hier los van. Ik hou van jou, Bing Mauricius. en dat ik niet kan kiezen bij ruzies en dat je dat niet van me mag vragen. Jij moet ervan uitgaan dat ik loyaal aan je ben en dat ik achter je sta.
2055;6611;neutrality;Dat ligt nogal gevoelig. Dit blijft natuurlijk onder ons, maar ik moet weten... met wie we te maken hebben. Anders kunnen we niet onderhandelen. Maxime Sanders. Ludo's zus. Zij steunt me financieel.
2056;1586;neutrality;Heeft Malena je dit zelf verteld? Toen ze bijkwam. Ze was doodsbang, er zijn twee aanslagen op haar gepleegd. Ja, door die Maddy. Waarom?
2057;4275;anger;Waar was je nou, eikel? Kimberly heeft je gered, want anders...
2058;2429;happiness;Ik vind het echt heel bijzonder dat ik hierbij mag zijn. Voor Sam.
2059;5365;neutrality;Noud. Jaha. Jaha, kom even. Bezoek.
2060;851;neutrality;We kunnen 'm moeilijk weigeren op de bruiloft van z'n dochter.
2061;1225;neutrality;Na 't afscheidsfeest van Vincent.
2062;6238;neutrality;En, wordt het een diepte- interview? Volgens mij kan ik het beter afzeggen. Hoezo? Spices heeft een enorm bereik. En als zij daar werkt, dan zal ze wel iets kunnen.
2063;1241;sadness;Uiteraard. Je kind heeft je nodig. Ik kan niet anders. En nu kan ik niet anders. Ik kan niet met je verder.
2065;609;fear;Er kan zoveel misgaan en niet alleen nu, ook strakjes... als ons kindje eindelijk geboren is.
2066;2596;anger;Liefje... Onze hele huwelijksdag is verpest. Ik weet niet of je het in de gaten hebt, kan het je wel wat schelen?
2067;4444;neutrality;Zeker weten. Waarom? Ja, als ik dat wist...
2068;962;neutrality;Yes. Het is in alles een mix van jong en oud.
2070;2474;neutrality;Zo nuchter als wat.
2071;3079;happiness;Misschien sla ik soms door, maar ik wil herinneringen maken.
2072;7727;neutrality;Lekker warm mutsje op. dat gaat niet goed. Ja, zo, mutsje op.
2073;3930;fear;Omdat ik gelogen heb, dat ik ze allebei kwijtraak.
2075;3697;surprise;Maar er zijn genoeg camera's en er zijn filmpjes gemaakt...
2078;475;fear;Ik maak het alleen maar moeilijker voor je door met je te trouwen.
2079;6964;happiness;Deze heeft uitzicht op zee! En deze op de duinen. Kom anders even kijken welke slaapkamer jullie willen. Nou, kies jij maar eerst, hoor.
2080;3016;neutrality;Op een hele fijne samenwerking. Dank u wel. Graag.
2082;5203;anger;Het gaat nu niet om jou.
2084;2221;happiness;*daar komt de bruid *daar komt de bruid *daar komt de bruid *daar komt de bruid*
2086;4616;sadness;Hij krijgt steeds meer pijn, ondanks die morfine. Olivier? He? Hebben ze elkaar al?
2087;6246;disgust;Mam, niet die blik, hoor.
2088;38;happiness;Muziek, altijd goed.
2089;8095;disgust;Succes. We zijn echt niet allemaal hertjes, hoor.
2090;5623;neutrality;meegegaan naar de crematie? Nee, het afscheid was goed.
2091;2635;anger;maar dat je het verzwegen hebt is veel groter... Ik ben de vader niet.
2092;3675;neutrality;In elk geval, we zijn naar haar op zoek.
2093;4356;anger;Jij pikt nu allerlei clienten af van Ludo. Leuk, maar 't schiet niet op. Als ik de groten binnen heb volgt de rest vanzelf.
2096;6141;anger;Sam, je moet wel effe wat eten.
2097;3165;anger;Ik ben ook al geen match.
2098;6478;neutrality;Laten we zeggen dat ik tot 'n ander inzicht ben gekomen. Ik wens je veel succes.
2100;7836;anger;Dan zien we Teddy nooit meer terug. En dat laat ik niet gebeuren.
2101;153;fear;Pas je goed op 'r?
2104;662;anger;Zeg het maar gewoon. Zeg maar dat ik me als een idioot gedraag.
2107;2998;anger;Was ze zwanger? Was ze zwanger? Ja, en dat is allemaal jouw schuld.
2108;6217;neutrality;En dan was ie er opeens. Eerst heel vaag en dan steeds duidelijker.
2109;7301;neutrality;Dat is niet de bedoeling.
2110;7122;sadness;En had ik duidelijker moeten zijn. Stom. ok.
2111;5430;surprise;Bing, ik heb je volkomen ten onrechte gewantrouwd.
2112;3781;anger;Ik hoef je bloemen niet. ok.
2113;7436;surprise;Wel heel toevallig dat ik precies op dat moment dat jullie kussen...
2114;3408;anger;is de grootste zak hooi die ik ooit heb gezien.
2117;2722;neutrality;Ik raakte hem ook goed.
2119;3351;anger;Jullie steunen jullie man. Ondanks alles. Je kan haar niet met ons vergelijken. Wie laat wie nou bewust vallen?
2123;788;happiness;Dat zegt alleen maar dat ik 't getroffen heb met familie, m'n man...
2124;5152;neutrality;Dat snap ik best. En ook hoe het voelt als je er voor iemand wil zijn en je weet niet hoe. Zoals jij nu voor Sam.
2125;5362;anger;Ik ben toch geen kleuter meer?
2126;3268;anger;Goed zeg je als je 10 jaar getrouwd bent, niet een halve week.
2127;2426;neutrality;Wanneer vertellen we Sam en Olivier dat ze in de bruidssuite slapen?
2129;116;neutrality;En ik wilde je beschermen. Ben je alsmaar hier geweest?
2130;761;fear;Kunnen we afspreken dat we elkaar serieus nemen... en dat we naar elkaar luisteren?
2131;7289;anger;Prima optie, alles netjes geregeld. Dan kunnen jullie een gezinnetje vormen. Sjoerd, hou 's op. Hoe ga je dit uitleggen aan Bram, hoe denk je dat het voor hem is?
2132;7223;happiness;Ja, tuurlijk. Word je daar nou niet gek van? Nee, hoor. Hoort erbij. En bovendien, hij is gek op mij.
2133;6106;neutrality;Ja. En dat is ook precies wat we vanmiddag hier doen.
2134;1788;anger;Vergeet het maar.
2135;7749;neutrality;Het maakt Bram niks meer uit wie hem naar De Rozenboom brengt. Jij wilt dat hij blij is en dan ontloop je Rikki. Dat zijn toch tegenstrijdige signalen?
2137;1000;neutrality;De dokter zegt dat Teddy bloedgroep heeft. Dat is zeer zeldzaam. Maar 8% van alle mensen heeft dat.
2139;6566;neutrality;Je hoopt dat jij de aandelen in bezit kan krijgen.
2140;6709;sadness;Dank je. Het spijt me. Ja. Nee, alles. Ja, alles, je hoort me goed. Ja, en zo snel mogelijk.
2141;8418;disgust;Die kreeg er tienduizend volgers bij... omdat hij 't uitmaakte met z'n vriendin. Allemaal hitsige meisjes. Volgers zijn volgers.
2143;2220;happiness;*daar komt de bruid
2145;4387;neutrality;Hij claimt dat hij 'n hacker gebruikt heeft om geld uit Sanders te trekken.
2146;1303;anger;En ik heb geen zin om 't uit te leggen. En waar is Sjoerd nu? Bij Teddy.
2149;756;neutrality;Je dochter wil je even spreken.
2150;1550;fear;Ik vind dit zo moeilijk. Luuk, kom zitten.
2151;7733;sadness;Ik kan 't gevoel maar niet loslaten. Ik weet dat 't belachelijk is... en ik moet 't van me af zetten. Ik wist niet dat je 't er nog steeds zo moeilijk mee hebt.
2155;8221;disgust;maar dat heeft hij zeker niet verteld, he.
2157;4889;disgust;Ze probeert me 'n make- upper aan te smeren die voor 10.000 euro m'n smoel gaat staan poederen.
2159;6095;neutrality;Maar ik heb de smaak wel te pakken, dus ik kan er zo iets mee doen.
2160;935;neutrality;Teddy, wat is er? Waar is ze? Ze hebben een diagnose.
2161;6579;anger;Ik heb Bill Norris gesproken. Had 't in elk geval tegen me gezegd. Nou stond ik voor schut. Ik wilde 't tegen je zeggen, maar er kwam wat tussen.
2163;3555;sadness;Ja, dat is het ook. Maar ik ben er voor je. Samen helpen we Sam hier doorheen, toch?
2165;1646;happiness;Bing is wel mijn grote liefde.
2166;7997;disgust;Ik wil dat hij me met rust laat. Ik geloof er niks van, maar stel dat het waar is wat doe je dan bij de volgende leuke jongen?
2167;2098;happiness;In elk geval goed voor de kinderen dat dit kan.
2169;518;disgust;Nou, ik hoop dat 't niet even verlept smaakt als 't eruit ziet. Ik heb toch geen trek. Misschien dat dat daar verandering in kan brengen. Je favoriete tapas. la Job.
2172;1913;surprise;Wij ook, he? Hmhmm, ja. Ben ik de laatste tijd veel met mezelf bezig?
2173;4307;disgust;Hoeveel mensen heb je besmet?
2174;73;fear;Ik vond het zo afschuwelijk.
2175;6447;neutrality;Dank je.
2176;7055;neutrality;Ja, tien minuten wel. Als we straks in zijn, zetten we ze erin.
2179;1023;neutrality;Weet Sjoerd dit al?
2180;3260;neutrality;En of de chef wat Canadese specialiteiten wil bereiden. Misschien kunnen we het beter in je kantoor bespreken.
2181;589;neutrality;Lekker? Hmhmm. Je bent het duidelijk nog niet verleerd. We hebben elkaar echt veel te weinig gezien.
2184;5552;happiness;Nou nou, Rover. Vintage is wel helemaal hot(!) Pff. Nou, bestel maar een colaatje voor me. Dat heb ik dan wel verdiend.
2186;3727;disgust;En met dat geheim rondlopen vond ik erger dan de diagnose zelf. Ik vind het heel rot voor je, echt. Maar ik heb geen aids. Laat me met rust.
2188;786;sadness;Omdat ie m'n vader is.
2189;7036;happiness;Niet te geloven. We zitten hier op 'n droomplek...
2190;8242;fear;Ja, sorry hoor, stop maar even. Ellen, dit is allemaal een beetje te.
2191;2350;happiness;En mijn passie. Dat jij in m'n leven bent gekomen is 'n wonder...
2192;6527;anger;Dat is ook even gebeurd toen ik van koers veranderde met Magazine. Nu je daar zelf over begint... we hebben Magazine in ons fonds opgenomen vanwege 't format... en de content die 't toen had. Jij hebt vorig jaar zonder overleg besloten die te veranderen. Maar ik ben de hoofdredacteur. Het is mijn blad.
2194;4461;neutrality;Misschien was die hele test wel onzin.
